periodo,inflacion
Oct.1993,1.50806823789613
Nov.1993,1.60404553292355
Dic.1993,2.51231337910364
Ene.1994,1.83702370579953
Feb.1994,1.82069274880277
Mar.1994,2.32443084440025
Abr.1994,1.54494696586015
May.1994,0.715743256311981
Jun.1994,1.14059726495498
Jul.1994,0.88990053655863
Ago.1994,1.53292997999301
Sep.1994,0.515142017302331
Oct.1994,0.286726321076534
Nov.1994,1.22079136165556
Dic.1994,0.587265312980318
Ene.1995,0.37218895964413
Feb.1995,1.13629082069731
Mar.1995,1.37202008279658
Abr.1995,0.984568368501361
May.1995,0.834709379667257
Jun.1995,0.80871399675041
Jul.1995,0.570153653149095
Ago.1995,1.03777966756928
Sep.1995,0.391477525371082
Oct.1995,0.509066848574622
Nov.1995,1.24306308112158
Dic.1995,0.524231560414627
Ene.1996,1.24252929215258
Feb.1996,1.53377089327565
Mar.1996,1.38016008068806
Abr.1996,0.871250415785672
May.1996,0.727497482161767
Jun.1996,0.465475843861846
Jul.1996,1.3740002357244
Ago.1996,0.924343150960851
Sep.1996,0.324125026606232
Oct.1996,0.73455444018433
Nov.1996,0.467974670962691
Dic.1996,1.20555598840566
Ene.1997,0.481117808526294
Feb.1997,0.0889326527140429
Mar.1997,1.27402137010558
Abr.1997,0.387249189499862
May.1997,0.755114874369127
Jun.1997,1.08618552666057
Jul.1997,0.828705778113957
Ago.1997,0.226747108337744
Sep.1997,0.292477474548417
Oct.1997,0.15152129121305
Nov.1997,0.0776479507717348
Dic.1997,0.637988512227144
Ene.1998,0.906308625080416
Feb.1998,1.2345973404546
Mar.1998,1.31883834272452
Abr.1998,0.611108966736479
May.1998,0.593463046071857
Jun.1998,0.530383115493562
Jul.1998,0.628066197414205
Ago.1998,0.264439114904386
Sep.1998,-0.537979681583654
Oct.1998,-0.334866805125127
Nov.1998,0.0304124107578572
Dic.1998,0.620053194065186
Ene.1999,0.0140197774558612
Feb.1999,0.314952668203413
Mar.1999,0.612096117102903
Abr.1999,0.589683280905897
May.1999,0.47116932199969
Jun.1999,0.179608882976976
Jul.1999,0.26323532837242
Ago.1999,0.17110172517886
Sep.1999,0.459977143302169
Oct.1999,-0.120769165978816
Nov.1999,0.277376967580518
Dic.1999,0.434504667066089
Ene.2000,0.0693050238804463
Feb.2000,0.480129721708806
Mar.2000,0.541257555051251
Abr.2000,0.511596493912442
May.2000,0.0167610619695399
Jun.2000,0.0642858193216525
Jul.2000,0.516321695554497
Ago.2000,0.468062459912847
Sep.2000,0.556060943387338
Oct.2000,0.232666781905678
Nov.2000,0.0638129892072254
Dic.2000,0.154269642024931
Ene.2001,0.187682725895343
Feb.2001,0.245363989945725
Mar.2001,0.507909790260205
Abr.2001,-0.416332241327616
May.2001,0.0242745902062011
Jun.2001,-0.0574327127808657
Jul.2001,0.172749461786946
Ago.2001,-0.302979802579702
Sep.2001,0.0627580784532065
Oct.2001,0.0374765471179385
Nov.2001,-0.492865923281919
Dic.2001,-0.0914908811446983
Ene.2002,-0.519926047972999
Feb.2002,-0.0393221119922242
Mar.2002,0.538413318061006
Abr.2002,0.729318055314061
May.2002,0.138820487362231
Jun.2002,-0.227279784713555
Jul.2002,0.0343089708431314
Ago.2002,0.100892982535932
Sep.2002,0.473554347925694
Oct.2002,0.717962266727918
Nov.2002,-0.399371832716929
Dic.2002,-0.0325467618273512
Ene.2003,0.231420046118308
Feb.2003,0.46882483892474
Mar.2003,1.11778013265111
Abr.2003,-0.0508569452831183
May.2003,-0.0320251089200153
Jun.2003,-0.473129433766294
Jul.2003,-0.149217088179842
Ago.2003,0.0134559645732165
Sep.2003,0.558598319929901
Oct.2003,0.0490321174092103
Nov.2003,0.167684500456277
Dic.2003,0.563950788732549
Ene.2004,0.53744744109991
Feb.2004,1.08608494836444
Mar.2004,0.460448535433247
Abr.2004,-0.0227700751417853
May.2004,0.353844717142609
Jun.2004,0.563807028141432
Jul.2004,0.19310861236674
Ago.2004,-0.0095406379315006
Sep.2004,0.016689712460702
Oct.2004,-0.0237470889112576
Nov.2004,0.287008149265566
Dic.2004,-0.0093554202060037
Ene.2005,0.100149504761279
Feb.2005,-0.2346203515206
Mar.2005,0.650196153407443
Abr.2005,0.118823702025535
May.2005,0.12633045900575
Jun.2005,0.263742227071237
Jul.2005,0.104611293091209
Ago.2005,-0.179605723612108
Sep.2005,-0.0942785605012846
Oct.2005,0.144780473631634
Nov.2005,0.0680447024625712
Dic.2005,0.41922503429934
Ene.2006,0.499608846028134
Feb.2006,0.548277704216064
Mar.2006,0.457162631141614
